       Xposition(m)           Yposition(m)             Zposition(m)
  1.6800806430690836e+07   1.0836613878374675e+07   3.1493503333873910e+02
  1.6776565005747845e+07   1.0874121907423852e+07   3.1523433219439073e+02
  1.6752239883365780e+07   1.0911575686278420e+07   3.1553224872002900e+02
  1.6727831185017066e+07   1.0948975028159127e+07   3.1582878182401970e+02
  1.6703339032590969e+07   1.0986319746559056e+07   3.1612393042074586e+02
  1.6678763548393060e+07   1.1023609655244393e+07   3.1641769343061330e+02
  1.6654104855144577e+07   1.1060844568255516e+07   3.1671006978005823e+02
  1.6629363075981700e+07   1.1098024299907966e+07   3.1700105840155260e+02
  1.6604538334455125e+07   1.1135148664793134e+07   3.1729065823360924e+02
  1.6579630754529440e+07   1.1172217477779200e+07   3.1757886822078800e+02
  1.6554640460582178e+07   1.1209230554012520e+07   3.1786568731370480e+02
  1.6529567577403538e+07   1.1246187708918074e+07   3.1815111446903460e+02
  1.6504412230195817e+07   1.1283088758200213e+07   3.1843514864951550e+02
  1.6479174544572378e+07   1.1319933517844334e+07   3.1871778882396120e+02
  1.6453854646557322e+07   1.1356721804117126e+07   3.1899903396726050e+02
  1.6428452662584906e+07   1.1393453433567671e+07   3.1927888306038630e+02
  1.6402968719498657e+07   1.1430128223028520e+07   3.1955733509040160e+02
  1.6377402944550937e+07   1.1466745989616410e+07   3.1983438905046415e+02
  1.6351755465402216e+07   1.1503306550733287e+07   3.2011004393983274e+02
  1.6326026410120460e+07   1.1539809724067211e+07   3.2038429876387386e+02
  1.6300215907180492e+07   1.1576255327593160e+07   3.2065715253406600e+02
  1.6274324085463430e+07   1.1612643179573933e+07   3.2092860426800530e+02
  1.6248351074255811e+07   1.1648973098561360e+07   3.2119865298941403e+02
  1.6222297003249114e+07   1.1685244903396845e+07   3.2146729772814320e+02
  1.6196162002539095e+07   1.1721458413212500e+07   3.2173453752018040e+02
  1.6169946202625165e+07   1.1757613447431821e+07   3.2200037140765300e+02
  1.6143649734409580e+07   1.1793709825770883e+07   3.2226479843883670e+02
  1.6117272729197072e+07   1.1829747368238874e+07   3.2252781766815815e+02
  1.6090815318693815e+07   1.1865725895139422e+07   3.2278942815620380e+02
  1.6064277635007013e+07   1.1901645227071244e+07   3.2304962896972336e+02
  1.6037659810644317e+07   1.1937505184928788e+07   3.2330841918163355e+02
  1.6010961978512835e+07   1.1973305589903810e+07   3.2356579787102910e+02
  1.5984184271918813e+07   1.2009046263485553e+07   3.2382176412318210e+02
  1.5957326824566703e+07   1.2044727027462127e+07   3.2407631702955180e+02
  1.5930389770558666e+07   1.2080347703921081e+07   3.2432945568778723e+02
  1.5903373244393904e+07   1.2115908115250463e+07   3.2458117920173450e+02
  1.5876277380967626e+07   1.2151408084139884e+07   3.2483148668144213e+02
  1.5849102315571008e+07   1.2186847433580859e+07   3.2508037724316400e+02
  1.5821848183890088e+07   1.2222225986868054e+07   3.2532785000936620e+02
  1.5794515122004986e+07   1.2257543567600394e+07   3.2557390410873427e+02
  1.5767103266389523e+07   1.2292799999681525e+07   3.2581853867617565e+02
  1.5739612753910560e+07   1.2327995107320625e+07   3.2606175285282380e+02
  1.5712043721826809e+07   1.2363128715034050e+07   3.2630354578605017e+02
  1.5684396307788920e+07   1.2398200647645017e+07   3.2654391662945875e+02
  1.5656670649838017e+07   1.2433210730285622e+07   3.2678286454290105e+02
  1.5628866886405580e+07   1.2468158788396982e+07   3.2702038869247576e+02
  1.5600985156312436e+07   1.2503044647730408e+07   3.2725648825053554e+02
  1.5573025598768301e+07   1.2537868134348018e+07   3.2749116239568970e+02
  1.5544988353370724e+07   1.2572629074624099e+07   3.2772441031281426e+02
  1.5516873560104618e+07   1.2607327295245606e+07   3.2795623119305264e+02
  1.5488681359341945e+07   1.2641962623212596e+07   3.2818662423381870e+02
  1.5460411891840065e+07   1.2676534885840282e+07   3.2841558863880950e+02
  1.5432065298741896e+07   1.2711043910758784e+07   3.2864312361800270e+02
  1.5403641721574781e+07   1.2745489525914477e+07   3.2886922838766384e+02
  1.5375141302249951e+07   1.2779871559570758e+07   3.2909390217035207e+02
  1.5346564183061665e+07   1.2814189840308920e+07   3.2931714419492910e+02
  1.5317910506686734e+07   1.2848444197028905e+07   3.2953895369656624e+02
  1.5289180416183370e+07   1.2882634458950501e+07   3.2975932991673903e+02
  1.5260374054991180e+07   1.2916760455613513e+07   3.2997827210323250e+02
  1.5231491566929488e+07   1.2950822016879573e+07   3.3019577951015174e+02
  1.5202533096197601e+07   1.2984818972931960e+07   3.3041185139792100e+02
  1.5173498787373280e+07   1.3018751154277384e+07   3.3062648703329430e+02
  1.5144388785412662e+07   1.3052618391745958e+07   3.3083968568935336e+02
  1.5115203235649040e+07   1.3086420516492793e+07   3.3105144664551890e+02
  1.5085942283792492e+07   1.3120157359998243e+07   3.3126176918754953e+02
  1.5056606075928703e+07   1.3153828754069403e+07   3.3147065260755204e+02
  1.5027194758518837e+07   1.3187434530840151e+07   3.3167809620398003e+02
  1.4997708478398157e+07   1.3220974522772826e+07   3.3188409928164420e+02
  1.4968147382776055e+07   1.3254448562658094e+07   3.3208866115171060e+02
  1.4938511619234407e+07   1.3287856483616866e+07   3.3229178113171170e+02
  1.4908801335727623e+07   1.3321198119100224e+07   3.3249345854554554e+02
  1.4879016680581488e+07   1.3354473302890733e+07   3.3269369272348297e+02
  1.4849157802492352e+07   1.3387681869103305e+07   3.3289248300217220e+02
  1.4819224850526930e+07   1.3420823652185450e+07   3.3308982872463910e+02
  1.4789217974120647e+07   1.3453898486919114e+07   3.3328572924029896e+02
  1.4759137323077912e+07   1.3486906208420336e+07   3.3348018390495230e+02
  1.4728983047570630e+07   1.3519846652140945e+07   3.3367319208079560e+02
  1.4698755298137600e+07   1.3552719653869128e+07   3.3386475313642280e+02
  1.4668454225684019e+07   1.3585525049730053e+07   3.3405486644682924e+02
  1.4638079981480543e+07   1.3618262676186835e+07   3.3424353139341670e+02
  1.4607632717162475e+07   1.3650932370041408e+07   3.3443074736399683e+02
  1.4577112584729014e+07   1.3683533968435323e+07   3.3461651375279630e+02
  1.4546519736542663e+07   1.3716067308850426e+07   3.3480082996045974e+02
  1.4515854325328356e+07   1.3748532229109780e+07   3.3498369539405430e+02
  1.4485116504172608e+07   1.3780928567378422e+07   3.3516510946707270e+02
  1.4454306426522832e+07   1.3813256162164316e+07   3.3534507159943940e+02
  1.4423424246186820e+07   1.3845514852318725e+07   3.3552358121751140e+02
  1.4392470117331145e+07   1.3877704477037895e+07   3.3570063775408650e+02
  1.4361444194481509e+07   1.3909824875862772e+07   3.3587624064840213e+02
  1.4330346632521397e+07   1.3941875888680337e+07   3.3605038934614160e+02
  1.4299177586690819e+07   1.3973857355724866e+07   3.3622308329944053e+02
  1.4267937212586640e+07   1.4005769117577676e+07   3.3639432196688470e+02
  1.4236625666160861e+07   1.4037611015168812e+07   3.3656410481351950e+02
  1.4205243103720290e+07   1.4069382889777390e+07   3.3673243131084960e+02
  1.4173789681925530e+07   1.4101084583032642e+07   3.3689930093684563e+02
  1.4142265557790454e+07   1.4132715936914440e+07   3.3706471317594560e+02
  1.4110670888681239e+07   1.4164276793754220e+07   3.3722866751905930e+02
  1.4079005832315490e+07   1.4195766996235918e+07   3.3739116346357275e+02
  1.4047270546761830e+07   1.4227186387396354e+07   3.3755220051334993e+02
  1.4015465190438453e+07   1.4258534810626622e+07   3.3771177817873894e+02
  1.3983589922113154e+07   1.4289812109672086e+07   3.3786989597657140e+02
  1.3951644900901899e+07   1.4321018128633833e+07   3.3802655343017045e+02
  1.3919630286268162e+07   1.4352152711969225e+07   3.3818175006935170e+02
  1.3887546238022360e+07   1.4383215704492508e+07   3.3833548543042640e+02
  1.3855392916320745e+07   1.4414206951375837e+07   3.3848775905620573e+02
  1.3823170481664907e+07   1.4445126298149839e+07   3.3863857049600404e+02
  1.3790879094900684e+07   1.4475973590704550e+07   3.3878791930564180e+02
  1.3758518917217527e+07   1.4506748675290108e+07   3.3893580504744915e+02
  1.3726090110147586e+07   1.4537451398517550e+07   3.3908222729026920e+02
  1.3693592835565228e+07   1.4568081607359285e+07   3.3922718560945920e+02
  1.3661027255685557e+07   1.4598639149150534e+07   3.3937067958689800e+02
  1.3628393533064269e+07   1.4629123871589405e+07   3.3951270881098560e+02
  1.3595691830596622e+07   1.4659535622737905e+07   3.3965327287664680e+02
  1.3562922311516408e+07   1.4689874251022806e+07   3.3979237138533534e+02
  1.3530085139395356e+07   1.4720139605236303e+07   3.3993000394503645e+02
  1.3497180478142167e+07   1.4750331534536844e+07   3.4006617017027010e+02
  1.3464208492002094e+07   1.4780449888449524e+07   3.4020086968209240e+02
  1.3431169345555391e+07   1.4810494516867451e+07   3.4033410210810115e+02
  1.3398063203717249e+07   1.4840465270051920e+07   3.4046586708243626e+02
  1.3364890231736451e+07   1.4870361998633517e+07   3.4059616424578473e+02
  1.3331650595194766e+07   1.4900184553612690e+07   3.4072499324538126e+02
  1.3298344460006077e+07   1.4929932786360553e+07   3.4085235373501320e+02
  1.3264971992415506e+07   1.4959606548619661e+07   3.4097824537502197e+02
  1.3231533358998694e+07   1.4989205692504628e+07   3.4110266783230600e+02
  1.3198028726660822e+07   1.5018730070503011e+07   3.4122562078032380e+02
  1.3164458262635957e+07   1.5048179535475874e+07   3.4134710389909606e+02
  1.3130822134485906e+07   1.5077553940658769e+07   3.4146711687520890e+02
  1.3097120510099873e+07   1.5106853139662100e+07   3.4158565940181546e+02
  1.3063353557693003e+07   1.5136076986472296e+07   3.4170273117863980e+02
  1.3029521445806180e+07   1.5165225335452078e+07   3.4181833191197813e+02
  1.2995624343304580e+07   1.5194298041341646e+07   3.4193246131470244e+02
  1.2961662419377154e+07   1.5223294959259090e+07   3.4204511910626195e+02
  1.2927635843535911e+07   1.5252215944701050e+07   3.4215630501268515e+02
  1.2893544785614831e+07   1.5281060853543695e+07   3.4226601876658400e+02
  1.2859389415768903e+07   1.5309829542043388e+07   3.4237426010715484e+02
  1.2825169904473608e+07   1.5338521866837220e+07   3.4248102878018030e+02
  1.2790886422523882e+07   1.5367137684943883e+07   3.4258632453803284e+02
  1.2756539141033294e+07   1.5395676853764273e+07   3.4269014713967545e+02
  1.2722128231433082e+07   1.5424139231082397e+07   3.4279249635066590e+02
  1.2687653865471570e+07   1.5452524675065782e+07   3.4289337194315620e+02
  1.2653116215212818e+07   1.5480833044266557e+07   3.4299277369589720e+02
  1.2618515453036532e+07   1.5509064197621638e+07   3.4309070139423850e+02
  1.2583851751636257e+07   1.5537217994454049e+07   3.4318715483013210e+02
  1.2549125284019202e+07   1.5565294294473220e+07   3.4328213380213400e+02
  1.2514336223505350e+07   1.5593292957775580e+07   3.4337563811540460e+02
  1.2479484743726120e+07   1.5621213844845684e+07   3.4346766758171270e+02
  1.2444571018623933e+07   1.5649056816556552e+07   3.4355822201943620e+02
  1.2409595222451070e+07   1.5676821734170577e+07   3.4364730125356400e+02
  1.2374557529769057e+07   1.5704508459340025e+07   3.4373490511569820e+02
  1.2339458115447761e+07   1.5732116854107700e+07   3.4382103344405450e+02
  1.2304297154663963e+07   1.5759646780908136e+07   3.4390568608346610e+02
  1.2269074822901461e+07   1.5787098102567444e+07   3.4398886288538280e+02
  1.2233791295949323e+07   1.5814470682304716e+07   3.4407056370787450e+02
  1.2198446749901416e+07   1.5841764383732358e+07   3.4415078841563160e+02
  1.2163041361155419e+07   1.5868979070856899e+07   3.4422953687996744e+02
  1.2127575306412261e+07   1.5896114608079348e+07   3.4430680897882850e+02
  1.2092048762674423e+07   1.5923170860196544e+07   3.4438260459679464e+02
  1.2056461907245990e+07   1.5950147692401120e+07   3.4445692362505840e+02
  1.2020814917731230e+07   1.5977044970282527e+07   3.4452976596144160e+02
  1.1985107972033856e+07   1.6003862559827620e+07   3.4460113151039667e+02
  1.1949341248355983e+07   1.6030600327421485e+07   3.4467102018300880e+02
  1.1913514925197424e+07   1.6057258139847847e+07   3.4473943189699570e+02
  1.1877629181354789e+07   1.6083835864289857e+07   3.4480636657670960e+02
  1.1841684195920497e+07   1.6110333368330719e+07   3.4487182415313810e+02
  1.1805680148281947e+07   1.6136750519954430e+07   3.4493580456390634e+02
  1.1769617218120396e+07   1.6163087187546440e+07   3.4499830775327644e+02
  1.1733495585410530e+07   1.6189343239894110e+07   3.4505933367214953e+02
  1.1697315430419048e+07   1.6215518546187615e+07   3.4511888227806630e+02
  1.1661076933704190e+07   1.6241612976020360e+07   3.4517695353520820e+02
  1.1624780276114557e+07   1.6267626399389874e+07   3.4523354741439960e+02
  1.1588425638788000e+07   1.6293558686698401e+07   3.4528866389310560e+02
  1.1552013203151712e+07   1.6319409708753109e+07   3.4534230295543557e+02
  1.1515543150919877e+07   1.6345179336767524e+07   3.4539446459214344e+02
  1.1479015664093832e+07   1.6370867442361547e+07   3.4544514880062775e+02
  1.1442430924960855e+07   1.6396473897562262e+07   3.4549435558493315e+02
  1.1405789116093082e+07   1.6421998574804650e+07   3.4554208495574994e+02
  1.1369090420346659e+07   1.6447441346932277e+07   3.4558833693041674e+02
  1.1332335020861164e+07   1.6472802087197628e+07   3.4563311153291960e+02
  1.1295523101058275e+07   1.6498080669262960e+07   3.4567640879389170e+02
  1.1258654844640853e+07   1.6523276967201104e+07   3.4571822875061690e+02
  1.1221730435592497e+07   1.6548390855495557e+07   3.4575857144702670e+02
  1.1184750058175892e+07   1.6573422209041798e+07   3.4579743693370403e+02
  1.1147713896932606e+07   1.6598370903147276e+07   3.4583482526788090e+02
  1.1110622136681690e+07   1.6623236813532420e+07   3.4587073651344010e+02
  1.1073474962519044e+07   1.6648019816331072e+07   3.4590517074091600e+02
  1.1036272559816254e+07   1.6672719788091201e+07   3.4593812802749335e+02
  1.0999015114219708e+07   1.6697336605775570e+07   3.4596960845700903e+02
  1.0961702811649837e+07   1.6721870146762148e+07   3.4599961211995130e+02
  1.0924335838300202e+07   1.6746320288844746e+07   3.4602813911345976e+02
  1.0886914380636103e+07   1.6770686910233967e+07   3.4605518954132697e+02
  1.0849438625394230e+07   1.6794969889557360e+07   3.4608076351399677e+02
  1.0811908759581411e+07   1.6819169105860274e+07   3.4610486114856530e+02
  1.0774324970473738e+07   1.6843284438606404e+07   3.4612748256878050e+02
  1.0736687445615651e+07   1.6867315767678346e+07   3.4614862790504260e+02
  1.0698996372818997e+07   1.6891262973378280e+07   3.4616829729440326e+02
  1.0661251940162035e+07   1.6915125936428520e+07   3.4618649088056650e+02
  1.0623454335988669e+07   1.6938904537971992e+07   3.4620320881388676e+02
  1.0585603748907099e+07   1.6962598659573186e+07   3.4621845125137116e+02
  1.0547700367789445e+07   1.6986208183218244e+07   3.4623221835667670e+02
  1.0509744381770328e+07   1.7009732991315942e+07   3.4624451030011150e+02
  1.0471735980246218e+07   1.7033172966698058e+07   3.4625532725863377e+02
  1.0433675352874273e+07   1.7056527992620066e+07   3.4626466941585170e+02
  1.0395562689571623e+07   1.7079797952761635e+07   3.4627253696202280e+02
  1.0357398180514159e+07   1.7102982731227312e+07   3.4627893009405400e+02
  1.0319182016135850e+07   1.7126082212546922e+07   3.4628384901549930e+02
  1.0280914387127470e+07   1.7149096281676386e+07   3.4628729393656160e+02
  1.0242595484435922e+07   1.7172024823998100e+07   3.4628926507409040e+02
  1.0204225499263339e+07   1.7194867725321457e+07   3.4628976265158160e+02
  1.0165804623065671e+07   1.7217624871883713e+07   3.4628878689917660e+02
  1.0127333047552222e+07   1.7240296150350260e+07   3.4628633805366223e+02
  1.0088810964684619e+07   1.7262881447815172e+07   3.4628241635846837e+02
  1.0050238566675456e+07   1.7285380651802063e+07   3.4627702206366860e+02
  1.0011616045987712e+07   1.7307793650264440e+07   3.4627015542597906e+02
  9.9729435953339040e+06   1.7330120331586093e+07   3.4626181670875620e+02
  9.9342214076746460e+06   1.7352360584582012e+07   3.4625200618199710e+02
  9.8954496762178410e+06   1.7374514298498843e+07   3.4624072412233840e+02
  9.8566285944182440e+06   1.7396581363015067e+07   3.4622797081305373e+02
  9.8177583559758290e+06   1.7418561668242050e+07   3.4621374654405490e+02
  9.7788391548348850e+06   1.7440455104724390e+07   3.4619805161188810e+02
  9.7398711851835660e+06   1.7462261563440297e+07   3.4618088631973450e+02
  9.7008546414523330e+06   1.7483980935802422e+07   3.4616225097740846e+02
  9.6617897183132300e+06   1.7505613113658242e+07   3.4614214590135580e+02
  9.6226766106792070e+06   1.7527157989290442e+07   3.4612057141465280e+02
  9.5835155137024340e+06   1.7548615455417853e+07   3.4609752784700440e+02
  9.5443066227739160e+06   1.7569985405195640e+07   3.4607301553474330e+02
  9.5050501335223800e+06   1.7591267732215926e+07   3.4604703482082810e+02
  9.4657462418133040e+06   1.7612462330508307e+07   3.4601958605484120e+02
  9.4263951437475380e+06   1.7633569094540550e+07   3.4599066959298756e+02
  9.3869970356611610e+06   1.7654587919218810e+07   3.4596028579809430e+02
  9.3475521141237370e+06   1.7675518699888337e+07   3.4592843503960626e+02
  9.3080605759374330e+06   1.7696361332334160e+07   3.4589511769358660e+02
  9.2685226181366610e+06   1.7717115712781124e+07   3.4586033414271420e+02
  9.2289384379861650e+06   1.7737781737894950e+07   3.4582408477628127e+02
  9.1893082329809500e+06   1.7758359304782283e+07   3.4578636999019230e+02
  9.1496322008444540e+06   1.7778848310991574e+07   3.4574719018696146e+02
  9.1099105395282920e+06   1.7799248654513330e+07   3.4570654577571133e+02
  9.0701434472106560e+06   1.7819560233780780e+07   3.4566443717216950e+02
  9.0303311222957600e+06   1.7839782947670255e+07   3.4562086479866810e+02
  8.9904737634125280e+06   1.7859916695501860e+07   3.4557582908414030e+02
  8.9505715694142130e+06   1.7879961377039615e+07   3.4552933046411965e+02
  8.9106247393762230e+06   1.7899916892492563e+07   3.4548136938073570e+02
  8.8706334725964500e+06   1.7919783142514586e+07   3.4543194628271397e+02
  8.8305979685934560e+06   1.7939560028205346e+07   3.4538106162537200e+02
  8.7905184271057800e+06   1.7959247451110590e+07   3.4532871587061780e+02
  8.7503950480907840e+06   1.7978845313222750e+07   3.4527490948694760e+02
  8.7102280317236840e+06   1.7998353516981345e+07   3.4521964294944210e+02
  8.6700175783965810e+06   1.8017771965273492e+07   3.4516291673976514e+02
  8.6297638887176640e+06   1.8037100561434370e+07   3.4510473134616210e+02
  8.5894671635098920e+06   1.8056339209247640e+07   3.4504508726345400e+02
  8.5491276038100890e+06   1.8075487812946110e+07   3.4498398499303860e+02
  8.5087454108678900e+06   1.8094546277212080e+07   3.4492142504288510e+02
  8.4683207861450050e+06   1.8113514507177737e+07   3.4485740792753300e+02
  8.4278539313138350e+06   1.8132392408425797e+07   3.4479193416808810e+02
  8.3873450482568460e+06   1.8151179886989817e+07   3.4472500429222110e+02
  8.3467943390650260e+06   1.8169876849354856e+07   3.4465661883416280e+02
  8.3062020060375840e+06   1.8188483202457666e+07   3.4458677833470216e+02
  8.2655682516803015e+06   1.8206998853687390e+07   3.4451548334117615e+02
  8.2248932787048835e+06   1.8225423710885930e+07   3.4444273440747190e+02
  8.1841772900276910e+06   1.8243757682348423e+07   3.4436853209402510e+02
  8.1434204887692160e+06   1.8262000676823586e+07   3.4429287696781900e+02
  8.1026230782523830e+06   1.8280152603514325e+07   3.4421576960237786e+02
  8.0617852620020540e+06   1.8298213372078177e+07   3.4413721057776695e+02
  8.0209072437438910e+06   1.8316182892627556e+07   3.4405720048058635e+02
  7.9799892274029350e+06   1.8334061075730530e+07   3.4397573990396796e+02
  7.9390314171034490e+06   1.8351847832410860e+07   3.4389282944757406e+02
  7.8980340171670250e+06   1.8369543074148808e+07   3.4380846971759115e+02
  7.8569972321119760e+06   1.8387146712881400e+07   3.4372266132672780e+02
  7.8159212666521770e+06   1.8404658661002934e+07   3.4363540489421070e+02
  7.7748063256965475e+06   1.8422078831365164e+07   3.4354670104578145e+02
  7.7336526143470680e+06   1.8439407137278162e+07   3.4345655041369105e+02
  7.6924603378987320e+06   1.8456643492510322e+07   3.4336495363669870e+02
  7.6512297018376380e+06   1.8473787811289200e+07   3.4327191136006587e+02
  7.6099609118407940e+06   1.8490840008301523e+07   3.4317742423555364e+02
  7.5686541737744370e+06   1.8507799998693940e+07   3.4308149292141826e+02
  7.5273096936935065e+06   1.8524667698073205e+07   3.4298411808240770e+02
  7.4859276778402110e+06   1.8541443022506766e+07   3.4288530038975716e+02
  7.4445083326431230e+06   1.8558125888523113e+07   3.4278504052118480e+02
  7.4030518647163640e+06   1.8574716213112160e+07   3.4268333916088864e+02
  7.3615584808582000e+06   1.8591213913725710e+07   3.4258019699954120e+02
  7.3200283880503370e+06   1.8607618908277858e+07   3.4247561473428675e+02
  7.2784617934567430e+06   1.8623931115145310e+07   3.4236959306873580e+02
  7.2368589044225495e+06   1.8640150453167938e+07   3.4226213271296100e+02
  7.1952199284733370e+06   1.8656276841648970e+07   3.4215323438349440e+02
  7.1535450733132940e+06   1.8672310200355757e+07   3.4204289880331990e+02
  7.1118345468253820e+06   1.8688250449519660e+07   3.4193112670187224e+02
  7.0700885570692400e+06   1.8704097509836905e+07   3.4181791881503074e+02
  7.0283073122807280e+06   1.8719851302468684e+07   3.4170327588511464e+02
  6.9864910208706950e+06   1.8735511749041684e+07   3.4158719866087970e+02
  6.9446398914238700e+06   1.8751078771648433e+07   3.4146968789751190e+02
  6.9027541326979680e+06   1.8766552292847710e+07   3.4135074435662430e+02
  6.8608339536226850e+06   1.8781932235664830e+07   3.4123036880625190e+02
  6.8188795632983440e+06   1.8797218523592196e+07   3.4110856202084614e+02
  6.7768911709953080e+06   1.8812411080589492e+07   3.4098532478127130e+02
  6.7348689861524110e+06   1.8827509831084266e+07   3.4086065787479870e+02
  6.6928132183765210e+06   1.8842514699972010e+07   3.4073456209510190e+02
  6.6507240774408930e+06   1.8857425612616878e+07   3.4060703824225243e+02
  6.6086017732845320e+06   1.8872242494851787e+07   3.4047808712271416e+02
  6.5664465160109430e+06   1.8886965272978890e+07   3.4034770954933740e+02
  6.5242585158871000e+06   1.8901593873769990e+07   3.4021590634135610e+02
  6.4820379833426470e+06   1.8916128224466730e+07   3.4008267832438070e+02
  6.4397851289682800e+06   1.8930568252781186e+07   3.3994802633039270e+02
  6.3975001635155035e+06   1.8944913886895955e+07   3.3981195119774145e+02
  6.3551832978947490e+06   1.8959165055464815e+07   3.3967445377113730e+02
  6.3128347431749620e+06   1.8973321687612772e+07   3.3953553490164586e+02
  6.2704547105819530e+06   1.8987383712936720e+07   3.3939519544668330e+02
  6.2280434114981415e+06   1.9001351061505430e+07   3.3925343627001170e+02
  6.1856010574606190e+06   1.9015223663860228e+07   3.3911025824173095e+02
  6.1431278601607530e+06   1.9029001451015150e+07   3.3896566223827676e+02
  6.1006240314428460e+06   1.9042684354457334e+07   3.3881964914241183e+02
  6.0580897833029400e+06   1.9056272306147385e+07   3.3867221984322120e+02
  6.0155253278882700e+06   1.9069765238519613e+07   3.3852337523610805e+02
  5.9729308774954580e+06   1.9083163084482502e+07   3.3837311622278460e+02
  5.9303066445703390e+06   1.9096465777418910e+07   3.3822144371127080e+02
  5.8876528417059790e+06   1.9109673251186516e+07   3.3806835861588330e+02
  5.8449696816424330e+06   1.9122785440118060e+07   3.3791386185723485e+02
  5.8022573772649260e+06   1.9135802279021720e+07   3.3775795436222270e+02
  5.7595161416035140e+06   1.9148723703181390e+07   3.3760063706402775e+02
  5.7167461878316420e+06   1.9161549648356970e+07   3.3744191090210563e+02
  5.6739477292647725e+06   1.9174280050784882e+07   3.3728177682217990e+02
  5.6311209793600730e+06   1.9186914847178087e+07   3.3712023577623836e+02
  5.5882661517148990e+06   1.9199453974726565e+07   3.3695728872252600e+02
  5.5453834600656050e+06   1.9211897371097665e+07   3.3679293662553727e+02
  5.5024731182865310e+06   1.9224244974436354e+07   3.3662718045600990e+02
  5.4595353403894575e+06   1.9236496723365415e+07   3.3646002119092130e+02
  5.4165703405217060e+06   1.9248652556985978e+07   3.3629145981347850e+02
  5.3735783329659160e+06   1.9260712414877610e+07   3.3612149731311570e+02
  5.3305595321381050e+06   1.9272676237098740e+07   3.3595013468548220e+02
  5.2875141525874140e+06   1.9284543964186862e+07   3.3577737293244170e+02
  5.2444424089944290e+06   1.9296315537158950e+07   3.3560321306206140e+02
  5.2013445161703960e+06   1.9307990897511640e+07   3.3542765608860760e+02
  5.1582206890561800e+06   1.9319569987221540e+07   3.3525070303253835e+02
  5.1150711427212340e+06   1.9331052748745494e+07   3.3507235492049716e+02
  5.0718960923619580e+06   1.9342439125021044e+07   3.3489261278530444e+02
  5.0286957533015980e+06   1.9353729059466370e+07   3.3471147766595317e+02
  4.9854703409882110e+06   1.9364922495980922e+07   3.3452895060759960e+02
  4.9422200709943130e+06   1.9376019378945462e+07   3.3434503266155855e+02
  4.8989451590154130e+06   1.9387019653222438e+07   3.3415972488529525e+02
  4.8556458208688790e+06   1.9397923264156263e+07   3.3397302834241700e+02
  4.8123222724935060e+06   1.9408730157573430e+07   3.3378494410267020e+02
  4.7689747299471690e+06   1.9419440279783090e+07   3.3359547324192680e+02
  4.7256034094074050e+06   1.9430053577576950e+07   3.3340461684218550e+02
  4.6822085271687670e+06   1.9440569998229817e+07   3.3321237599155580e+02
  4.6387902996427200e+06   1.9450989489499725e+07   3.3301875178425730e+02
  4.5953489433562895e+06   1.9461311999628205e+07   3.3282374532060910e+02
  4.5518846749508650e+06   1.9471537477340586e+07   3.3262735770702400e+02
  4.5083977111812980e+06   1.9481665871846177e+07   3.3242959005600010e+02
  4.4648882689147160e+06   1.9491697132838540e+07   3.3223044348611415e+02
  4.4213565651294770e+06   1.9501631210495800e+07   3.3202991912201390e+02
  4.3778028169139780e+06   1.9511468055480808e+07   3.3182801809440980e+02
  4.3342272414659590e+06   1.9521207618941390e+07   3.3162474154007026e+02
  4.2906300560907570e+06   1.9530849852510690e+07   3.3142009060181000e+02
  4.2470114782005880e+06   1.9540394708307280e+07   3.3121406642848393e+02
  4.2033717253139150e+06   1.9549842138935413e+07   3.3100667017498364e+02
  4.1597110150535298e+06   1.9559192097485334e+07   3.3079790300222345e+02
  4.1160295651460320e+06   1.9568444537533410e+07   3.3058776607713656e+02
  4.0723275934201977e+06   1.9577599413142513e+07   3.3037626057265254e+02
  4.0286053178069240e+06   1.9586656678862005e+07   3.3016338766769160e+02
  3.9848629563367890e+06   1.9595616289728224e+07   3.2994914854717604e+02
  3.9411007271402110e+06   1.9604478201264452e+07   3.2973354440201626e+02
  3.8973188484452935e+06   1.9613242369481400e+07   3.2951657642909777e+02
  3.8535175385777300e+06   1.9621908750877140e+07   3.2929824583127660e+02
  3.8096970159588260e+06   1.9630477302437577e+07   3.2907855381736770e+02
  3.7658574991050162e+06   1.9638947981636460e+07   3.2885750160213890e+02
  3.7219992066264465e+06   1.9647320746435754e+07   3.2863509040630197e+02
  3.6781223572263230e+06   1.9655595555285630e+07   3.2841132145650505e+02
  3.6342271696989546e+06   1.9663772367124993e+07   3.2818619598532180e+02
  3.5903138629297754e+06   1.9671851141381320e+07   3.2795971523124650e+02
  3.5463826558932400e+06   1.9679831837971147e+07   3.2773188043868210e+02
  3.5024337676524640e+06   1.9687714417300075e+07   3.2750269285793440e+02
  3.4584674173577500e+06   1.9695498840263058e+07   3.2727215374520154e+02
  3.4144838242455986e+06   1.9703185068244600e+07   3.2704026436256740e+02
  3.3704832076375037e+06   1.9710773063118900e+07   3.2680702597799007e+02
  3.3264657869390748e+06   1.9718262787250046e+07   3.2657243986529613e+02
  3.2824317816389096e+06   1.9725654203492224e+07   3.2633650730417120e+02
  3.2383814113072070e+06   1.9732947275189858e+07   3.2609922958014890e+02
  3.1943148955950327e+06   1.9740141966177840e+07   3.2586060798460517e+02
  3.1502324542329100e+06   1.9747238240781710e+07   3.2562064381474730e+02
