       Xposition(m)           Yposition(m)             Zposition(m)
 -1.4836295898896955e+07  -1.3412443209011480e+07  -2.6735503952812230e+02
 -1.4806312904875211e+07  -1.3445518514826110e+07  -2.6770579812838060e+02
 -1.4776256128531056e+07  -1.3478526819749985e+07  -2.6805548874644563e+02
 -1.4746125719521288e+07  -1.3511467959188415e+07  -2.6840411025093334e+02
 -1.4715921827870492e+07  -1.3544341768880160e+07  -2.6875166151458336e+02
 -1.4685644603969444e+07  -1.3577148084899068e+07  -2.6909814141426750e+02
 -1.4655294198574629e+07  -1.3609886743654624e+07  -2.6944354883098870e+02
 -1.4624870762807590e+07  -1.3642557581892652e+07  -2.6978788264987946e+02
 -1.4594374448153988e+07  -1.3675160436696360e+07  -2.7013114176020660e+02
 -1.4563805406463228e+07  -1.3707695145486724e+07  -2.7047332505536633e+02
 -1.4533163789947460e+07  -1.3740161546023646e+07  -2.7081443143288980e+02
 -1.4502449751180276e+07  -1.3772559476407142e+07  -2.7115445979444700e+02
 -1.4471663443096915e+07  -1.3804888775077362e+07  -2.7149340904583960e+02
 -1.4440805018993342e+07  -1.3837149280815482e+07  -2.7183127809700306e+02
 -1.4409874632524379e+07  -1.3869340832745590e+07  -2.7216806586201807e+02
 -1.4378872437704878e+07  -1.3901463270333594e+07  -2.7250377125909176e+02
 -1.4347798588906780e+07  -1.3933516433390183e+07  -2.7283839321058100e+02
 -1.4316653240860103e+07  -1.3965500162069868e+07  -2.7317193064297440e+02
 -1.4285436548651736e+07  -1.3997414296872314e+07  -2.7350438248689990e+02
 -1.4254148667723570e+07  -1.4029258678644015e+07  -2.7383574767713236e+02
 -1.4222789753873251e+07  -1.4061033148577794e+07  -2.7416602515258290e+02
 -1.4191359963252457e+07  -1.4092737548214454e+07  -2.7449521385630726e+02
 -1.4159859452366874e+07  -1.4124371719442768e+07  -2.7482331273549835e+02
 -1.4128288378074395e+07  -1.4155935504501345e+07  -2.7515032074149815e+02
 -1.4096646897585118e+07  -1.4187428745978710e+07  -2.7547623682979116e+02
 -1.4064935168460400e+07  -1.4218851286814101e+07  -2.7580105996000470e+02
 -1.4033153348612253e+07  -1.4250202970298164e+07  -2.7612478909590840e+02
 -1.4001301596301999e+07  -1.4281483640074339e+07  -2.7644742320542200e+02
 -1.3969380070139749e+07  -1.4312693140139320e+07  -2.7676896126061155e+02
 -1.3937388929084443e+07  -1.4343831314842977e+07  -2.7708940223768140e+02
 -1.3905328332441255e+07  -1.4374898008890998e+07  -2.7740874511699400e+02
 -1.3873198439862536e+07  -1.4405893067343910e+07  -2.7772698888305230e+02
 -1.3840999411346214e+07  -1.4436816335618664e+07  -2.7804413252450870e+02
 -1.3808731407235168e+07  -1.4467667659489220e+07  -2.7836017503416326e+02
 -1.3776394588216271e+07  -1.4498446885087530e+07  -2.7867511540896680e+02
 -1.3743989115319934e+07  -1.4529153858903889e+07  -2.7898895265001664e+02
 -1.3711515149918873e+07  -1.4559788427788194e+07  -2.7930168576256220e+02
 -1.3678972853727592e+07  -1.4590350438950393e+07  -2.7961331375600196e+02
 -1.3646362388801446e+07  -1.4620839739961399e+07  -2.7992383564388610e+02
 -1.3613683917536257e+07  -1.4651256178753482e+07  -2.8023325044391260e+02
 -1.3580937602666683e+07  -1.4681599603621706e+07  -2.8054155717793395e+02
 -1.3548123607266240e+07  -1.4711869863224002e+07  -2.8084875487195170e+02
 -1.3515242094745954e+07  -1.4742066806582408e+07  -2.8115484255612080e+02
 -1.3482293228853855e+07  -1.4772190283083510e+07  -2.8145981926474724e+02
 -1.3449277173673932e+07  -1.4802240142479466e+07  -2.8176368403629090e+02
 -1.3416194093625752e+07  -1.4832216234888282e+07  -2.8206643591336090e+02
 -1.3383044153462464e+07  -1.4862118410795700e+07  -2.8236807394272810e+02
 -1.3349827518271938e+07  -1.4891946521054093e+07  -2.8266859717530514e+02
 -1.3316544353474177e+07  -1.4921700416884930e+07  -2.8296800466616594e+02
 -1.3283194824821495e+07  -1.4951379949878540e+07  -2.8326629547453484e+02
 -1.3249779098396951e+07  -1.4980984971995484e+07  -2.8356346866379346e+02
 -1.3216297340614563e+07  -1.5010515335566454e+07  -2.8385952330147230e+02
 -1.3182749718217120e+07  -1.5039970893294144e+07  -2.8415445845926274e+02
 -1.3149136398276787e+07  -1.5069351498252796e+07  -2.8444827321300494e+02
 -1.3115457548193320e+07  -1.5098657003889732e+07  -2.8474096664269610e+02
 -1.3081713335693195e+07  -1.5127887264026085e+07  -2.8503253783249070e+02
 -1.3047903928829491e+07  -1.5157042132856980e+07  -2.8532298587069480e+02
 -1.3014029495980533e+07  -1.5186121464952644e+07  -2.8561230984977020e+02
 -1.2980090205849122e+07  -1.5215125115259161e+07  -2.8590050886633510e+02
 -1.2946086227461731e+07  -1.5244052939099079e+07  -2.8618758202116277e+02
 -1.2912017730167814e+07  -1.5272904792172054e+07  -2.8647352841918035e+02
 -1.2877884883638568e+07  -1.5301680530555952e+07  -2.8675834716947400e+02
 -1.2843687857866613e+07  -1.5330380010706963e+07  -2.8704203738528130e+02
 -1.2809426823164564e+07  -1.5359003089461049e+07  -2.8732459818400020e+02
 -1.2775101950165296e+07  -1.5387549624033510e+07  -2.8760602868717610e+02
 -1.2740713409819365e+07  -1.5416019472021291e+07  -2.8788632802051910e+02
 -1.2706261373395396e+07  -1.5444412491402576e+07  -2.8816549531389177e+02
 -1.2671746012479281e+07  -1.5472728540537484e+07  -2.8844352970130944e+02
 -1.2637167498972597e+07  -1.5500967478169449e+07  -2.8872043032094734e+02
 -1.2602526005092412e+07  -1.5529129163425240e+07  -2.8899619631513290e+02
 -1.2567821703369861e+07  -1.5557213455816269e+07  -2.8927082683035223e+02
 -1.2533054766650217e+07  -1.5585220215238445e+07  -2.8954432101724150e+02
 -1.2498225368090449e+07  -1.5613149301974257e+07  -2.8981667803060066e+02
 -1.2463333681160128e+07  -1.5641000576691880e+07  -2.9008789702937700e+02
 -1.2428379879639330e+07  -1.5668773900447087e+07  -2.9035797717667870e+02
 -1.2393364137618620e+07  -1.5696469134683046e+07  -2.9062691763976153e+02
 -1.2358286629497152e+07  -1.5724086141232023e+07  -2.9089471759004607e+02
 -1.2323147529982915e+07  -1.5751624782315036e+07  -2.9116137620310820e+02
 -1.2287947014091277e+07  -1.5779084920543093e+07  -2.9142689265867900e+02
 -1.2252685257143877e+07  -1.5806466418918123e+07  -2.9169126614064703e+02
 -1.2217362434768748e+07  -1.5833769140832746e+07  -2.9195449583704920e+02
 -1.2181978722898284e+07  -1.5860992950071940e+07  -2.9221658094008046e+02
 -1.2146534297768801e+07  -1.5888137710813380e+07  -2.9247752064609040e+02
 -1.2111029335920053e+07  -1.5915203287627792e+07  -2.9273731415558010e+02
 -1.2075464014193915e+07  -1.5942189545480022e+07  -2.9299596067320570e+02
 -1.2039838509733438e+07  -1.5969096349729690e+07  -2.9325345940777810e+02
 -1.2004152999982473e+07  -1.5995923566131536e+07  -2.9350980957225970e+02
 -1.1968407662684126e+07  -1.6022671060836554e+07  -2.9376501038376887e+02
 -1.1932602675880589e+07  -1.6049338700392159e+07  -2.9401906106357450e+02
 -1.1896738217911623e+07  -1.6075926351743318e+07  -2.9427196083710095e+02
 -1.1860814467413815e+07  -1.6102433882233066e+07  -2.9452370893392580e+02
 -1.1824831603320302e+07  -1.6128861159602793e+07  -2.9477430458777627e+02
 -1.1788789804858826e+07  -1.6155208051993636e+07  -2.9502374703653620e+02
 -1.1752689251551831e+07  -1.6181474427946402e+07  -2.9527203552223830e+02
 -1.1716530123214878e+07  -1.6207660156402783e+07  -2.9551916929106994e+02
 -1.1680312599956151e+07  -1.6233765106705675e+07  -2.9576514759336874e+02
 -1.1644036862175336e+07  -1.6259789148600005e+07  -2.9600996968362470e+02
 -1.1607703090563187e+07  -1.6285732152233073e+07  -2.9625363482047675e+02
 -1.1571311466099575e+07  -1.6311593988155913e+07  -2.9649614226671890e+02
 -1.1534862170054082e+07  -1.6337374527322972e+07  -2.9673749128929160e+02
 -1.1498355383983513e+07  -1.6363073641093710e+07  -2.9697768115928910e+02
 -1.1461791289732296e+07  -1.6388691201232512e+07  -2.9721671115195340e+02
 -1.1425170069431271e+07  -1.6414227079909380e+07  -2.9745458054667387e+02
 -1.1388491905495605e+07  -1.6439681149701606e+07  -2.9769128862699694e+02
 -1.1351756980625970e+07  -1.6465053283592705e+07  -2.9792683468060910e+02
 -1.1314965477805773e+07  -1.6490343354974542e+07  -2.9816121799935120e+02
 -1.1278117580301497e+07  -1.6515551237646973e+07  -2.9839443787920800e+02
 -1.1241213471660795e+07  -1.6540676805819262e+07  -2.9862649362031630e+02
 -1.1204253335712517e+07  -1.6565719934110025e+07  -2.9885738452695680e+02
 -1.1167237356565040e+07  -1.6590680497548338e+07  -2.9908710990755924e+02
 -1.1130165718605887e+07  -1.6615558371574061e+07  -2.9931566907469863e+02
 -1.1093038606500281e+07  -1.6640353432038760e+07  -2.9954306134509730e+02
 -1.1055856205191175e+07  -1.6665065555205764e+07  -2.9976928603962040e+02
 -1.1018618699896978e+07  -1.6689694617751630e+07  -2.9999434248328197e+02
 -1.0981326276111715e+07  -1.6714240496766042e+07  -3.0021823000523850e+02
 -1.0943979119603544e+07  -1.6738703069752848e+07  -3.0044094793879250e+02
 -1.0906577416414322e+07  -1.6763082214630287e+07  -3.0066249562138796e+02
 -1.0869121352858236e+07  -1.6787377809731968e+07  -3.0088287239461360e+02
 -1.0831611115520915e+07  -1.6811589733807344e+07  -3.0110207760420140e+02
 -1.0794046891258894e+07  -1.6835717866022230e+07  -3.0132011060002486e+02
 -1.0756428867198156e+07  -1.6859762085959565e+07  -3.0153697073610010e+02
 -1.0718757230733562e+07  -1.6883722273619894e+07  -3.0175265737058413e+02
 -1.0681032169527734e+07  -1.6907598309422072e+07  -3.0196716986577550e+02
 -1.0643253871510312e+07  -1.6931390074203750e+07  -3.0218050758811280e+02
 -1.0605422524876893e+07  -1.6955097449221990e+07  -3.0239266990817396e+02
 -1.0567538318088094e+07  -1.6978720316153973e+07  -3.0260365620067745e+02
 -1.0529601439868638e+07  -1.7002258557097450e+07  -3.0281346584447937e+02
 -1.0491612079206597e+07  -1.7025712054571297e+07  -3.0302209822257350e+02
 -1.0453570425351879e+07  -1.7049080691516466e+07  -3.0322955272209400e+02
 -1.0415476667815935e+07  -1.7072364351296145e+07  -3.0343582873431070e+02
 -1.0377330996370485e+07  -1.7095562917696506e+07  -3.0364092565462970e+02
 -1.0339133601046763e+07  -1.7118676274927296e+07  -3.0384484288259387e+02
 -1.0300884672134379e+07  -1.7141704307622366e+07  -3.0404757982188060e+02
 -1.0262584400180357e+07  -1.7164646900840394e+07  -3.0424913588030380e+02
 -1.0224232975988490e+07  -1.7187503940065227e+07  -3.0444951046981055e+02
 -1.0185830590618137e+07  -1.7210275311206646e+07  -3.0464870300648180e+02
 -1.0147377435383074e+07  -1.7232960900600955e+07  -3.0484671291053286e+02
 -1.0108873701851366e+07  -1.7255560595011167e+07  -3.0504353960630870e+02
 -1.0070319581843259e+07  -1.7278074281628225e+07  -3.0523918252228947e+02
 -1.0031715267430784e+07  -1.7300501848071206e+07  -3.0543364109108666e+02
 -9.9930609509374950e+06  -1.7322843182387540e+07  -3.0562691474943980e+02
 -9.9543568249361010e+06  -1.7345098173054334e+07  -3.0581900293822120e+02
 -9.9156030822488630e+06  -1.7367266708978154e+07  -3.0600990510243030e+02
 -9.8767999159454540e+06  -1.7389348679496310e+07  -3.0619962069119800e+02
 -9.8379475193430500e+06  -1.7411343974376750e+07  -3.0638814915778124e+02
 -9.7990460860047360e+06  -1.7433252483819015e+07  -3.0657548995956510e+02
 -9.7600958097385130e+06  -1.7455074098454800e+07  -3.0676164255806276e+02
 -9.7210968845969100e+06  -1.7476808709348142e+07  -3.0694660641891120e+02
 -9.6820495048748940e+06  -1.7498456207996650e+07  -3.0713038101187710e+02
 -9.6429538651107600e+06  -1.7520016486330975e+07  -3.0731296581084610e+02
 -9.6038101600831260e+06  -1.7541489436716467e+07  -3.0749436029383253e+02
 -9.5646185848112220e+06  -1.7562874951953130e+07  -3.0767456394297310e+02
 -9.5253793345537520e+06  -1.7584172925276082e+07  -3.0785357624452536e+02
 -9.4860926048072150e+06  -1.7605383250356615e+07  -3.0803139668887223e+02
 -9.4467585913058520e+06  -1.7626505821302153e+07  -3.0820802477051626e+02
 -9.4073774900204970e+06  -1.7647540532656938e+07  -3.0838345998807870e+02
 -9.3679494971571420e+06  -1.7668487279402740e+07  -3.0855770184430264e+02
 -9.3284748091557360e+06  -1.7689345956959550e+07  -3.0873074984605180e+02
 -9.2889536226908290e+06  -1.7710116461185243e+07  -3.0890260350430360e+02
 -9.2493861346682570e+06  -1.7730798688377280e+07  -3.0907326233415733e+02
 -9.2097725422265200e+06  -1.7751392535272077e+07  -3.0924272585482476e+02
 -9.1701130427336250e+06  -1.7771897899046580e+07  -3.0941099358963726e+02
 -9.1304078337874020e+06  -1.7792314677318190e+07  -3.0957806506604080e+02
 -9.0906571132147420e+06  -1.7812642768145043e+07  -3.0974393981559230e+02
 -9.0508610790695530e+06  -1.7832882070027190e+07  -3.0990861737396546e+02
 -9.0110199296325400e+06  -1.7853032481906652e+07  -3.1007209728094494e+02
 -8.9711338634100900e+06  -1.7873093903168004e+07  -3.1023437908042723e+02
 -8.9312030791330770e+06  -1.7893066233638965e+07  -3.1039546232041914e+02
 -8.8912277757560160e+06  -1.7912949373590853e+07  -3.1055534655303890e+02
 -8.8512081524560210e+06  -1.7932743223739120e+07  -3.1071403133451190e+02
 -8.8111444086323050e+06  -1.7952447685243595e+07  -3.1087151622517126e+02
 -8.7710367439040320e+06  -1.7972062659709513e+07  -3.1102780078945920e+02
 -8.7308853581104580e+06  -1.7991588049187560e+07  -3.1118288459592276e+02
 -8.6906904513094100e+06  -1.8011023756174450e+07  -3.1133676721721366e+02
 -8.6504522237765640e+06  -1.8030369683613450e+07  -3.1148944823008790e+02
 -8.6101708760040850e+06  -1.8049625734894970e+07  -3.1164092721541596e+02
 -8.5698466087000150e+06  -1.8068791813856848e+07  -3.1179120375818250e+02
 -8.5294796227865820e+06  -1.8087867824785177e+07  -3.1194027744746387e+02
 -8.4890701194003560e+06  -1.8106853672414273e+07  -3.1208814787643590e+02
 -8.4486182998901960e+06  -1.8125749261927570e+07  -3.1223481464237630e+02
 -8.4081243658168130e+06  -1.8144554498957950e+07  -3.1238027734666224e+02
 -8.3675885189514540e+06  -1.8163269289588230e+07  -3.1252453559476990e+02
 -8.3270109612753830e+06  -1.8181893540351490e+07  -3.1266758899627210e+02
 -8.2863918949780270e+06  -1.8200427158231933e+07  -3.1280943716484126e+02
 -8.2457315224570150e+06  -1.8218870050664835e+07  -3.1295007971824390e+02
 -8.2050300463160500e+06  -1.8237222125537560e+07  -3.1308951627834364e+02
 -8.1642876693650840e+06  -1.8255483291189443e+07  -3.1322774647109713e+02
 -8.1235045946184700e+06  -1.8273653456412684e+07  -3.1336476992655450e+02
 -8.0826810252939930e+06  -1.8291732530452732e+07  -3.1350058627886006e+02
 -8.0418171648126000e+06  -1.8309720423008450e+07  -3.1363519516624730e+02
 -8.0009132167961470e+06  -1.8327617044233117e+07  -3.1376859623104340e+02
 -7.9599693850674680e+06  -1.8345422304734353e+07  -3.1390078911966293e+02
 -7.9189858736493240e+06  -1.8363136115574647e+07  -3.1403177348260914e+02
 -7.8779628867624200e+06  -1.8380758388272210e+07  -3.1416154897447510e+02
 -7.8369006288251790e+06  -1.8398289034801036e+07  -3.1429011525393960e+02
 -7.7957993044531230e+06  -1.8415727967591207e+07  -3.1441747198376540e+02
 -7.7546591184566375e+06  -1.8433075099529903e+07  -3.1454361883080310e+02
 -7.7134802758406040e+06  -1.8450330343961436e+07  -3.1466855546598595e+02
 -7.6722629818037990e+06  -1.8467493614687644e+07  -3.1479228156432970e+02
 -7.6310074417373930e+06  -1.8484564825968430e+07  -3.1491479680493140e+02
 -7.5897138612238590e+06  -1.8501543892522253e+07  -3.1503610087096956e+02
 -7.5483824460358520e+06  -1.8518430729526635e+07  -3.1515619344970350e+02
 -7.5070134021359910e+06  -1.8535225252618197e+07  -3.1527507423246840e+02
 -7.4656069356746890e+06  -1.8551927377893575e+07  -3.1539274291467990e+02
 -7.4241632529902910e+06  -1.8568537021909356e+07  -3.1550919919582753e+02
 -7.3826825606068110e+06  -1.8585054101683070e+07  -3.1562444277947920e+02
 -7.3411650652340720e+06  -1.8601478534693000e+07  -3.1573847337327476e+02
 -7.2996109737659710e+06  -1.8617810238879030e+07  -3.1585129068892850e+02
 -7.2580204932794330e+06  -1.8634049132642920e+07  -3.1596289444222720e+02
 -7.2163938310340500e+06  -1.8650195134848576e+07  -3.1607328435302700e+02
 -7.1747311944701340e+06  -1.8666248164822772e+07  -3.1618246014525680e+02
 -7.1330327912083770e+06  -1.8682208142355220e+07  -3.1629042154691194e+02
 -7.0912988290485400e+06  -1.8698074987699218e+07  -3.1639716829005710e+02
 -7.0495295159683590e+06  -1.8713848621571917e+07  -3.1650270011082256e+02
 -7.0077250601226940e+06  -1.8729528965154786e+07  -3.1660701674940490e+02
 -6.9658856698425390e+06  -1.8745115940093927e+07  -3.1671011795006460e+02
 -6.9240115536333710e+06  -1.8760609468500680e+07  -3.1681200346112587e+02
 -6.8821029201752020e+06  -1.8776009472951654e+07  -3.1691267303497430e+02
 -6.8401599783206000e+06  -1.8791315876489464e+07  -3.1701212642805690e+02
 -6.7981829370938350e+06  -1.8806528602622975e+07  -3.1711036340088003e+02
 -6.7561720056903450e+06  -1.8821647575327650e+07  -3.1720738371800960e+02
 -6.7141273934752900e+06  -1.8836672719045863e+07  -3.1730318714806674e+02
 -6.6720493099821360e+06  -1.8851603958687693e+07  -3.1739777346373194e+02
 -6.6299379649126590e+06  -1.8866441219630640e+07  -3.1749114244173690e+02
 -6.5877935681346210e+06  -1.8881184427720655e+07  -3.1758329386287040e+02
 -6.5456163296816510e+06  -1.8895833509272136e+07  -3.1767422751197280e+02
 -6.5034064597523690e+06  -1.8910388391068168e+07  -3.1776394317793404e+02
 -6.4611641687080450e+06  -1.8924849000361443e+07  -3.1785244065369676e+02
 -6.4188896670730690e+06  -1.8939215264874056e+07  -3.1793971973625130e+02
 -6.3765831655331000e+06  -1.8953487112798125e+07  -3.1802578022663490e+02
 -6.3342448749338840e+06  -1.8967664472796246e+07  -3.1811062192993270e+02
 -6.2918750062808150e+06  -1.8981747274001624e+07  -3.1819424465527400e+02
 -6.2494737707372550e+06  -1.8995735446018580e+07  -3.1827664821583227e+02
 -6.2070413796238630e+06  -1.9009628918922900e+07  -3.1835783242882354e+02
 -6.1645780444177060e+06  -1.9023427623262048e+07  -3.1843779711550513e+02
 -6.1220839767506280e+06  -1.9037131490055744e+07  -3.1851654210117454e+02
 -6.0795593884086320e+06  -1.9050740450796112e+07  -3.1859406721516757e+02
 -6.0370044913306580e+06  -1.9064254437448150e+07  -3.1867037229085844e+02
 -5.9944194976076550e+06  -1.9077673382450014e+07  -3.1874545716565650e+02
 -5.9518046194815785e+06  -1.9090997218713302e+07  -3.1881932168100593e+02
 -5.9091600693439380e+06  -1.9104225879623550e+07  -3.1889196568238500e+02
 -5.8664860597351560e+06  -1.9117359299040463e+07  -3.1896338901930403e+02
 -5.8237828033433480e+06  -1.9130397411298238e+07  -3.1903359154530400e+02
 -5.7810505130034260e+06  -1.9143340151205900e+07  -3.1910257311795505e+02
 -5.7382894016954670e+06  -1.9156187454047743e+07  -3.1917033359885610e+02
 -5.6954996825447830e+06  -1.9168939255583405e+07  -3.1923687285363180e+02
 -5.6526815688192410e+06  -1.9181595492048570e+07  -3.1930219075193355e+02
 -5.6098352739300190e+06  -1.9194156100154850e+07  -3.1936628716743553e+02
 -5.5669610114290165e+06  -1.9206621017090496e+07  -3.1942916197783480e+02
 -5.5240589950087450e+06  -1.9218990180520434e+07  -3.1949081506484976e+02
 -5.4811294385006730e+06  -1.9231263528586770e+07  -3.1955124631421880e+02
 -5.4381725558746830e+06  -1.9243440999908965e+07  -3.1961045561569820e+02
 -5.3951885612376170e+06  -1.9255522533584250e+07  -3.1966844286306144e+02
 -5.3521776688325150e+06  -1.9267508069187760e+07  -3.1972520795409685e+02
 -5.3091400930368510e+06  -1.9279397546773214e+07  -3.1978075079060795e+02
 -5.2660760483623715e+06  -1.9291190906872798e+07  -3.1983507127841030e+02
 -5.2229857494539910e+06  -1.9302888090497550e+07  -3.1988816932732950e+02
 -5.1798694110876825e+06  -1.9314489039137940e+07  -3.1994004485120230e+02
 -5.1367272481705090e+06  -1.9325993694763860e+07  -3.1999069776787275e+02
 -5.0935594757390000e+06  -1.9337401999825070e+07  -3.2004012799919200e+02
 -5.0503663089583570e+06  -1.9348713897251397e+07  -3.2008833547101540e+02
 -5.0071479631211750e+06  -1.9359929330453075e+07  -3.2013532011320280e+02
 -4.9639046536461710e+06  -1.9371048243321143e+07  -3.2018108185961600e+02
 -4.9206365960779260e+06  -1.9382070580227470e+07  -3.2022562064811683e+02
 -4.8773440060849240e+06  -1.9392996286025215e+07  -3.2026893642056630e+02
 -4.8340270994588810e+06  -1.9403825306049116e+07  -3.2031102912282284e+02
 -4.7906860921134800e+06  -1.9414557586115707e+07  -3.2035189870474073e+02
 -4.7473212000838320e+06  -1.9425193072523545e+07  -3.2039154512016785e+02
 -4.7039326395243015e+06  -1.9435731712053686e+07  -3.2042996832694604e+02
 -4.6605206267089550e+06  -1.9446173451969635e+07  -3.2046716828690670e+02
 -4.6170853780290850e+06  -1.9456518240017902e+07  -3.2050314496587120e+02
 -4.5736271099928390e+06  -1.9466766024428120e+07  -3.2053789833364846e+02
 -4.5301460392242090e+06  -1.9476916753913313e+07  -3.2057142836403360e+02
 -4.4866423824611850e+06  -1.9486970377670307e+07  -3.2060373503480620e+02
 -4.4431163565560505e+06  -1.9496926845379620e+07  -3.2063481832772780e+02
 -4.3995681784727440e+06  -1.9506786107206240e+07  -3.2066467822855094e+02
 -4.3559980652869820e+06  -1.9516548113799410e+07  -3.2069331472701225e+02
 -4.3124062341843700e+06  -1.9526212816293158e+07  -3.2072072781681500e+02
 -4.2687929024602900e+06  -1.9535780166306306e+07  -3.2074691749563860e+02
 -4.2251582875172200e+06  -1.9545250115943108e+07  -3.2077188376513936e+02
 -4.1815026068656645e+06  -1.9554622617793020e+07  -3.2079562663094646e+02
 -4.1378260781209716e+06  -1.9563897624931317e+07  -3.2081814610266050e+02
 -4.0941289190045786e+06  -1.9573075090919030e+07  -3.2083944219385376e+02
 -4.0504113473402443e+06  -1.9582154969803534e+07  -3.2085951492206550e+02
 -4.0066735810557045e+06  -1.9591137216118354e+07  -3.2087836430880270e+02
 -3.9629158381793434e+06  -1.9600021784883764e+07  -3.2089599037953660e+02
 -3.9191383368403004e+06  -1.9608808631606870e+07  -3.2091239316370260e+02
 -3.8753412952673130e+06  -1.9617497712281756e+07  -3.2092757269469640e+02
 -3.8315249317871323e+06  -1.9626088983389854e+07  -3.2094152900987420e+02
 -3.7876894648238625e+06  -1.9634582401900080e+07  -3.2095426215054954e+02
 -3.7438351128975210e+06  -1.9642977925269110e+07  -3.2096577216199296e+02
 -3.6999620946237890e+06  -1.9651275511441432e+07  -3.2097605909342843e+02
 -3.6560706287114480e+06  -1.9659475118849850e+07  -3.2098512299803210e+02
 -3.6121609339629128e+06  -1.9667576706415415e+07  -3.2099296393293224e+02
 -3.5682332292716450e+06  -1.9675580233547810e+07  -3.2099958195920476e+02
 -3.5242877336224318e+06  -1.9683485660145470e+07  -3.2100497714187320e+02
 -3.4803246660892023e+06  -1.9691292946595810e+07  -3.2100914954990645e+02
 -3.4363442458345224e+06  -1.9699002053775456e+07  -3.2101209925621650e+02
 -3.3923466921087806e+06  -1.9706612943050344e+07  -3.2101382633765706e+02
 -3.3483322242479646e+06  -1.9714125576276075e+07  -3.2101433087502176e+02
 -3.3043010616734815e+06  -1.9721539915797986e+07  -3.2101361295304156e+02
 -3.2602534238912160e+06  -1.9728855924451390e+07  -3.2101167266038436e+02
 -3.2161895304895780e+06  -1.9736073565561764e+07  -3.2100851008965160e+02
 -3.1721096011393284e+06  -1.9743192802944884e+07  -3.2100412533737670e+02
 -3.1280138555922050e+06  -1.9750213600907020e+07  -3.2099851850402410e+02
 -3.0839025136790574e+06  -1.9757135924245283e+07  -3.2099168969398676e+02
 -3.0397757953097927e+06  -1.9763959738247573e+07  -3.2098363901558355e+02
 -2.9956339204720845e+06  -1.9770685008692846e+07  -3.2097436658105914e+02
 -2.9514771092293420e+06  -1.9777311701851346e+07  -3.2096387250657930e+02
 -2.9073055817211913e+06  -1.9783839784484718e+07  -3.2095215691223257e+02
 -2.8631195581609313e+06  -1.9790269223846126e+07  -3.2093921992202456e+02
 -2.8189192588352470e+06  -1.9796599987680573e+07  -3.2092506166387890e+02
 -2.7747049041030200e+06  -1.9802832044224914e+07  -3.2090968226963440e+02
 -2.7304767143936010e+06  -1.9808965362208113e+07  -3.2089308187504190e+02
 -2.6862349102066946e+06  -1.9814999910851344e+07  -3.2087526061976420e+02
 -2.6419797121110572e+06  -1.9820935659868143e+07  -3.2085621864737305e+02
 -2.5977113407419100e+06  -1.9826772579464710e+07  -3.2083595610534620e+02
 -2.5534300168025900e+06  -1.9832510640339780e+07  -3.2081447314506830e+02
 -2.5091359610606990e+06  -1.9838149813685104e+07  -3.2079176992182585e+02
 -2.4648293943487694e+06  -1.9843690071185302e+07  -3.2076784659480626e+02
 -2.4205105375625947e+06  -1.9849131385018185e+07  -3.2074270332709654e+02
 -2.3761796116598495e+06  -1.9854473727854874e+07  -3.2071634028568050e+02
 -2.3318368376596910e+06  -1.9859717072859870e+07  -3.2068875764143670e+02
 -2.2874824366409527e+06  -1.9864861393691250e+07  -3.2065995556913720e+02
 -2.2431166297413290e+06  -1.9869906664500836e+07  -3.2062993424744394e+02
 -2.1987396381562580e+06  -1.9874852859934237e+07  -3.2059869385890830e+02
 -2.1543516831381890e+06  -1.9879699955130990e+07  -3.2056623458996796e+02
 -2.1099529859944824e+06  -1.9884447925724830e+07  -3.2053255663094524e+02
 -2.0655437680877189e+06  -1.9889096747843580e+07  -3.2049766017604503e+02
 -2.0211242508331810e+06  -1.9893646398109492e+07  -3.2046154542335220e+02
 -1.9766946556987471e+06  -1.9898096853639256e+07  -3.2042421257483100e+02
 -1.9322552042032785e+06  -1.9902448092044110e+07  -3.2038566183631997e+02
 -1.8878061179156713e+06  -1.9906700091430042e+07  -3.2034589341753310e+02
 -1.8433476184543027e+06  -1.9910852830397720e+07  -3.2030490753205555e+02
 -1.7988799274841040e+06  -1.9914906288042950e+07  -3.2026270439734230e+02
 -1.7544032667180533e+06  -1.9918860443956350e+07  -3.2021928423471600e+02
 -1.7099178579139588e+06  -1.9922715278223750e+07  -3.2017464726936396e+02
 -1.6654239228742768e+06  -1.9926470771426260e+07  -3.2012879373033770e+02
 -1.6209216834455600e+06  -1.9930126904640224e+07  -3.2008172385054920e+02
 -1.5764113615153062e+06  -1.9933683659437526e+07  -3.2003343786676870e+02
 -1.5318931790135405e+06  -1.9937141017885488e+07  -3.1998393601962390e+02
 -1.4873673579093001e+06  -1.9940498962547130e+07  -3.1993321855359625e+02
 -1.4428341202112986e+06  -1.9943757476481125e+07  -3.1988128571701960e+02
 -1.3982936879658290e+06  -1.9946916543242007e+07  -3.1982813776207770e+02
 -1.3537462832563580e+06  -1.9949976146880100e+07  -3.1977377494480226e+02
 -1.3091921282013645e+06  -1.9952936271941810e+07  -3.1971819752506985e+02
 -1.2646314449541487e+06  -1.9955796903469555e+07  -3.1966140576660075e+02
 -1.2200644557015789e+06  -1.9958558027001850e+07  -3.1960339993695624e+02
 -1.1754913826626367e+06  -1.9961219628573462e+07  -3.1954418030753540e+02
